2023-05-25 15:40:24,930 INFO  Logger.cs: 70 - 
2023-05-25 16:20:38,660 INFO  ExportPropertyManager.cs: 450 - Configuration canceled
2023-05-25 16:20:38,764 INFO  ExportPropertyManager.cs: 1184 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-25 16:28:36,236 INFO  SwAddin.cs: 271 - Assembly export called for file Body_and_1_leg.SLDASM
2023-05-25 16:28:36,237 INFO  SwAddin.cs: 276 - Save is required
2023-05-25 16:28:36,237 INFO  SwAddin.cs: 290 - Saving assembly
2023-05-25 16:28:36,387 INFO  SwAddin.cs: 293 - Opening property manager
2023-05-25 16:28:36,388 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Body_and_1_leg.SLDASM
2023-05-25 16:28:36,388 INFO  ExportHelperExtension.cs: 1142 - Found 38 in Body_and_1_leg.SLDASM
2023-05-25 16:28:36,388 INFO  ExportHelperExtension.cs: 1152 - Found 1 features of type [CoordSys] in Body_and_1_leg.SLDASM
2023-05-25 16:28:36,389 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2023-05-25 16:28:36,389 INFO  ExportHelperExtension.cs: 1167 - 3 components to check
2023-05-25 16:28:36,389 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from leg-1
2023-05-25 16:28:36,389 INFO  ExportHelperExtension.cs: 1142 - Found 33 in leg-1
2023-05-25 16:28:36,390 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in leg-1
2023-05-25 16:28:36,390 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from body-1
2023-05-25 16:28:36,390 INFO  ExportHelperExtension.cs: 1142 - Found 34 in body-1
2023-05-25 16:28:36,390 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in body-1
2023-05-25 16:28:36,391 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from motor-2
2023-05-25 16:28:36,391 INFO  ExportHelperExtension.cs: 1142 - Found 36 in motor-2
2023-05-25 16:28:36,391 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in motor-2
2023-05-25 16:28:36,392 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from Body_and_1_leg.SLDASM
2023-05-25 16:28:36,393 INFO  ExportHelperExtension.cs: 1142 - Found 38 in Body_and_1_leg.SLDASM
2023-05-25 16:28:36,393 INFO  ExportHelperExtension.cs: 1152 - Found 4 features of type [RefAxis] in Body_and_1_leg.SLDASM
2023-05-25 16:28:36,393 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2023-05-25 16:28:36,393 INFO  ExportHelperExtension.cs: 1167 - 3 components to check
2023-05-25 16:28:36,394 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from leg-1
2023-05-25 16:28:36,394 INFO  ExportHelperExtension.cs: 1142 - Found 33 in leg-1
2023-05-25 16:28:36,394 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in leg-1
2023-05-25 16:28:36,394 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from body-1
2023-05-25 16:28:36,394 INFO  ExportHelperExtension.cs: 1142 - Found 34 in body-1
2023-05-25 16:28:36,395 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in body-1
2023-05-25 16:28:36,395 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from motor-2
2023-05-25 16:28:36,395 INFO  ExportHelperExtension.cs: 1142 - Found 36 in motor-2
2023-05-25 16:28:36,395 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in motor-2
2023-05-25 16:28:36,538 INFO  SwAddin.cs: 316 - Loading config tree
2023-05-25 16:28:36,539 INFO  ExportPropertyManagerExtension.cs: 597 - Starting new configuration
2023-05-25 16:28:36,545 INFO  SwAddin.cs: 321 - Showing property manager
2023-05-25 16:28:44,101 INFO  ExportPropertyManager.cs: 1178 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-25 16:28:47,868 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-25 16:29:12,922 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-25 16:29:17,356 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-25 16:29:23,593 INFO  ExportPropertyManager.cs: 1178 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-25 16:29:25,918 INFO  ExportPropertyManager.cs: 1178 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-25 16:29:47,622 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-25 16:29:58,871 INFO  ExportPropertyManager.cs: 1178 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-25 16:30:12,697 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-25 16:30:16,713 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-25 16:30:38,826 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-25 16:31:32,665 INFO  ExportPropertyManager.cs: 456 - Configuration saved
2023-05-25 16:31:32,810 INFO  ExportHelperExtension.cs: 338 - Creating joint link1
2023-05-25 16:31:32,813 INFO  ExportHelperExtension.cs: 1409 - Fixing components for base_link
2023-05-25 16:31:32,814 INFO  ExportHelperExtension.cs: 1414 - Fixing 29
2023-05-25 16:31:32,822 INFO  ExportHelperExtension.cs: 1422 - Component 29 is already fixed
2023-05-25 16:31:33,065 INFO  : 0 - R1: 1, System.__ComObject, 1, System.Double[]
2023-05-25 16:31:33,066 INFO  ExportHelperExtension.cs: 844 - R2: 0, 0
2023-05-25 16:31:33,066 INFO  ExportHelperExtension.cs: 852 - L1: 0
2023-05-25 16:31:33,066 INFO  ExportHelperExtension.cs: 860 - L2: 0
2023-05-25 16:31:33,791 WARN  ExportHelperExtension.cs: 342 - Creating joint from parent base_link to child link1 failed
2023-05-25 16:31:33,803 INFO  ExportHelperExtension.cs: 338 - Creating joint link2
2023-05-25 16:31:33,803 INFO  ExportHelperExtension.cs: 1409 - Fixing components for link1
2023-05-25 16:31:33,803 INFO  ExportHelperExtension.cs: 1414 - Fixing 24
2023-05-25 16:31:33,804 INFO  ExportHelperExtension.cs: 1414 - Fixing 29
2023-05-25 16:31:33,804 INFO  ExportHelperExtension.cs: 1422 - Component 29 is already fixed
2023-05-25 16:31:33,903 INFO  ExportHelperExtension.cs: 831 - R1: 1, System.__ComObject, 1, System.Double[]
2023-05-25 16:31:33,904 INFO  ExportHelperExtension.cs: 844 - R2: 0, 0
2023-05-25 16:31:33,904 INFO  ExportHelperExtension.cs: 852 - L1: 0
2023-05-25 16:31:33,904 INFO  ExportHelperExtension.cs: 860 - L2: 0
2023-05-25 16:31:33,905 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 24
2023-05-25 16:31:34,595 WARN  ExportHelperExtension.cs: 342 - Creating joint from parent link1 to child link2 failed
2023-05-25 16:31:34,621 INFO  ExportHelperExtension.cs: 338 - Creating joint link3
2023-05-25 16:31:34,621 INFO  ExportHelperExtension.cs: 1409 - Fixing components for link2
2023-05-25 16:31:34,621 INFO  ExportHelperExtension.cs: 1414 - Fixing 24
2023-05-25 16:31:34,622 INFO  ExportHelperExtension.cs: 1414 - Fixing 24
2023-05-25 16:31:34,622 INFO  ExportHelperExtension.cs: 1414 - Fixing 29
2023-05-25 16:31:34,622 INFO  ExportHelperExtension.cs: 1422 - Component 29 is already fixed
2023-05-25 16:31:34,751 INFO  ExportHelperExtension.cs: 831 - R1: 1, System.__ComObject, 1, System.Double[]
2023-05-25 16:31:34,751 INFO  ExportHelperExtension.cs: 844 - R2: 0, 0
2023-05-25 16:31:34,751 INFO  ExportHelperExtension.cs: 852 - L1: 0
2023-05-25 16:31:34,751 INFO  ExportHelperExtension.cs: 860 - L2: 0
2023-05-25 16:31:34,752 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 24
2023-05-25 16:31:34,752 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 24
2023-05-25 16:31:35,932 WARN  ExportHelperExtension.cs: 342 - Creating joint from parent link2 to child link3 failed
2023-05-25 16:31:36,041 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Body_and_1_leg.SLDASM
2023-05-25 16:31:36,042 INFO  ExportHelperExtension.cs: 1142 - Found 47 in Body_and_1_leg.SLDASM
2023-05-25 16:31:36,042 INFO  ExportHelperExtension.cs: 1152 - Found 4 features of type [CoordSys] in Body_and_1_leg.SLDASM
2023-05-25 16:31:36,043 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2023-05-25 16:31:36,043 INFO  ExportHelperExtension.cs: 1167 - 3 components to check
2023-05-25 16:31:36,043 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from leg-1
2023-05-25 16:31:36,043 INFO  ExportHelperExtension.cs: 1142 - Found 33 in leg-1
2023-05-25 16:31:36,044 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in leg-1
2023-05-25 16:31:36,044 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from body-1
2023-05-25 16:31:36,044 INFO  ExportHelperExtension.cs: 1142 - Found 34 in body-1
2023-05-25 16:31:36,044 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in body-1
2023-05-25 16:31:36,045 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from motor-2
2023-05-25 16:31:36,045 INFO  ExportHelperExtension.cs: 1142 - Found 36 in motor-2
2023-05-25 16:31:36,045 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in motor-2
2023-05-25 16:31:36,045 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from Body_and_1_leg.SLDASM
2023-05-25 16:31:36,046 INFO  ExportHelperExtension.cs: 1142 - Found 47 in Body_and_1_leg.SLDASM
2023-05-25 16:31:36,046 INFO  ExportHelperExtension.cs: 1152 - Found 5 features of type [RefAxis] in Body_and_1_leg.SLDASM
2023-05-25 16:31:36,046 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2023-05-25 16:31:36,046 INFO  ExportHelperExtension.cs: 1167 - 3 components to check
2023-05-25 16:31:36,046 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from leg-1
2023-05-25 16:31:36,047 INFO  ExportHelperExtension.cs: 1142 - Found 33 in leg-1
2023-05-25 16:31:36,047 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in leg-1
2023-05-25 16:31:36,047 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from body-1
2023-05-25 16:31:36,047 INFO  ExportHelperExtension.cs: 1142 - Found 34 in body-1
2023-05-25 16:31:36,047 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in body-1
2023-05-25 16:31:36,048 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from motor-2
2023-05-25 16:31:36,048 INFO  ExportHelperExtension.cs: 1142 - Found 36 in motor-2
2023-05-25 16:31:36,048 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in motor-2
2023-05-25 16:31:36,081 INFO  ExportPropertyManager.cs: 1184 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-25 16:35:42,025 INFO  AssemblyExportForm.cs: 254 - Completing URDF export
2023-05-25 16:35:42,028 INFO  Serialization.cs: 275 - URDF Configuration found
